age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,Self-emp-inc,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,75.0,United-States,>50K
55,Private,49737.0,Some-college,10.0,,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
46,Private,205816.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,,White,Female,0.0,0.0,40.0,United-States,>50K
17,Self-emp-inc,61838.0,,6.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
45,Private,,,9.0,Never-married,Sales,Not-in-family,,Female,0.0,0.0,20.0,United-States,<=50K
35,Private,139086.0,HS-grad,9.0,Married-civ-spouse,,Husband,,Male,0.0,0.0,40.0,United-States,
29,Private,39388.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
,Private,109633.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,,16.0,United-States,>50K
23,Private,64520.0,HS-grad,9.0,Never-married,Adm-clerical,,White,,0.0,0.0,30.0,United-States,<=50K
21,State-gov,39236.0,Some-college,,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,United-States,<=50K
22,Private,121471.0,11th,7.0,Never-married,Sales,Not-in-family,White,Female,,0.0,40.0,,<=50K
45,State-gov,,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
30,Private,315640.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,45.0,Iran,>50K
21,Private,255957.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,4101.0,0.0,40.0,United-States,<=50K
29,Private,187746.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
37,Private,200598.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,1740.0,45.0,United-States,<=50K
52,Private,298215.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,50.0,,>50K
50,Federal-gov,98980.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,,7298.0,0.0,40.0,United-States,>50K
37,Private,20308.0,Bachelors,13.0,,Prof-specialty,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
44,State-gov,59460.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,,15.0,,<=50K
22,Private,267412.0,Preschool,1.0,Never-married,Other-service,Own-child,Black,Female,594.0,0.0,20.0,Jamaica,<=50K
31,Private,141288.0,Some-college,10.0,Never-married,,,White,Female,0.0,0.0,40.0,United-States,<=50K
52,Federal-gov,37289.0,Masters,14.0,Never-married,Adm-clerical,Not-in-family,White,,0.0,0.0,40.0,United-States,
66,Private,66008.0,,,Widowed,Priv-house-serv,,White,Female,0.0,0.0,50.0,England,<=50K
37,State-gov,210452.0,,14.0,Married-civ-spouse,Exec-managerial,,White,,0.0,0.0,38.0,United-States,<=50K
49,Private,105431.0,HS-grad,,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
47,Self-emp-not-inc,53292.0,Assoc-acdm,12.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,,35.0,United-States,<=50K
41,Self-emp-not-inc,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,,32.0,United-States,<=50K
29,Private,262208.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,30.0,Jamaica,<=50K
30,,259425.0,Assoc-voc,11.0,Never-married,,Not-in-family,White,Male,,0.0,40.0,United-States,<=50K
34,Self-emp-inc,23778.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,,0.0,50.0,United-States,<=50K
20,Private,210444.0,Some-college,,Never-married,Prof-specialty,,White,Male,0.0,0.0,25.0,United-States,<=50K
,Self-emp-not-inc,83542.0,Assoc-acdm,,Divorced,Tech-support,Not-in-family,White,Male,0.0,,40.0,United-States,<=50K
35,Private,183898.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,50.0,United-States,>50K
37,Private,302604.0,Some-college,10.0,Separated,,Other-relative,White,Female,,,40.0,United-States,<=50K
38,Private,181661.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,56.0,United-States,>50K
55,Self-emp-inc,257216.0,Masters,14.0,Widowed,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
35,,112512.0,HS-grad,9.0,Widowed,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19,Private,236879.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
23,Private,224632.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,,Female,0.0,0.0,38.0,United-States,<=50K
20,Private,256240.0,HS-grad,9.0,Never-married,,Own-child,,Male,0.0,0.0,30.0,,<=50K
34,Self-emp-not-inc,,,9.0,Married-civ-spouse,Farming-fishing,Husband,,Male,0.0,0.0,50.0,United-States,<=50K
35,Private,,HS-grad,9.0,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
54,Private,177927.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
45,Private,149224.0,HS-grad,9.0,,,,Black,Female,0.0,0.0,50.0,United-States,<=50K
66,Self-emp-inc,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605.0,0.0,,United-States,>50K
41,Local-gov,176716.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,,United-States,<=50K
62,Local-gov,115763.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,,40.0,United-States,>50K
17,Private,158762.0,10th,6.0,Never-married,Adm-clerical,,White,Female,,0.0,16.0,United-States,<=50K
24,Local-gov,249101.0,HS-grad,,Divorced,Protective-serv,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
60,Self-emp-not-inc,135285.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,0.0,40.0,United-States,
39,Private,113151.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
,Self-emp-not-inc,204501.0,Bachelors,13.0,,Sales,Husband,White,,0.0,0.0,20.0,Canada,>50K
25,Private,199545.0,Some-college,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,,15.0,United-States,<=50K
60,Private,137344.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38,Private,108726.0,,9.0,Married-civ-spouse,,,White,,0.0,0.0,,,>50K
28,Private,216814.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,,0.0,0.0,,United-States,<=50K
39,Private,167140.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,<=50K
17,Private,329791.0,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
53,,46155.0,HS-grad,,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0.0,,,,<=50K
41,Private,347653.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,50.0,United-States,
47,,191978.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,>50K
,Private,102193.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,,0.0,45.0,United-States,<=50K
37,Private,115289.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,40.0,United-States,<=50K
41,,425049.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
58,Private,94741.0,12th,8.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,24.0,United-States,<=50K
25,Private,180212.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
31,Federal-gov,,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,<=50K
30,,213722.0,HS-grad,9.0,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
25,State-gov,150083.0,Bachelors,13.0,Never-married,Prof-specialty,,White,,,0.0,20.0,United-States,
45,Local-gov,181758.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,
60,Self-emp-not-inc,197060.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
51,Local-gov,97005.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,,0.0,0.0,40.0,United-States,<=50K
34,Self-emp-not-inc,254304.0,,,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508.0,0.0,90.0,,<=50K
57,Federal-gov,42298.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024.0,0.0,40.0,United-States,>50K
45,Private,175925.0,Bachelors,13.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,,0.0,40.0,United-States,<=50K
17,Private,67603.0,9th,5.0,Never-married,Other-service,Own-child,,Female,0.0,0.0,10.0,,<=50K
22,,146538.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,,0.0,0.0,40.0,United-States,<=50K
54,Self-emp-inc,175339.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,40.0,,>50K
25,Private,149875.0,Bachelors,13.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,,<=50K
,Self-emp-not-inc,,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,,Male,,0.0,60.0,United-States,>50K
,Self-emp-not-inc,175622.0,Assoc-voc,11.0,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
67,Self-emp-not-inc,252842.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797.0,0.0,20.0,United-States,<=50K
,Private,197711.0,10th,6.0,,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,,<=50K
34,Self-emp-inc,80249.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
17,Private,95909.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
47,Self-emp-inc,,HS-grad,9.0,,Sales,Husband,,Male,,0.0,50.0,United-States,<=50K
23,Private,,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,,0.0,0.0,40.0,United-States,
70,Private,105376.0,Some-college,10.0,Never-married,Tech-support,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,98389.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,,<=50K
52,Private,226084.0,HS-grad,9.0,,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
34,Private,113543.0,,14.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,,United-States,<=50K
41,State-gov,153095.0,HS-grad,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
64,Private,118944.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
29,,211482.0,,13.0,,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
82,Self-emp-inc,220667.0,7th-8th,4.0,Widowed,Exec-managerial,,White,Female,0.0,,40.0,United-States,<=50K
30,Private,,,7.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,Mexico,<=50K
,Private,60459.0,,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
76,Self-emp-not-inc,117169.0,7th-8th,4.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
27,Private,302406.0,Some-college,10.0,,Sales,Husband,,Male,0.0,,,,>50K
72,Private,177769.0,10th,6.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15.0,United-States,
50,,39590.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
28,Private,189346.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,48.0,United-States,
,Private,283515.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
30,Private,427541.0,HS-grad,9.0,Never-married,,Own-child,Black,,99999.0,0.0,40.0,,>50K
26,Private,174592.0,Some-college,,Never-married,,Not-in-family,White,Female,0.0,,,United-States,<=50K
51,Federal-gov,914061.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
24,Private,316438.0,5th-6th,3.0,Never-married,Machine-op-inspct,Other-relative,,Male,0.0,0.0,40.0,Mexico,<=50K
19,Private,268392.0,,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,30.0,United-States,<=50K
46,State-gov,86837.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,Philippines,<=50K
30,Private,381030.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
56,Federal-gov,130454.0,Bachelors,13.0,,Prof-specialty,Husband,White,,0.0,0.0,40.0,United-States,
38,Private,249039.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,3103.0,0.0,40.0,United-States,
32,,,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
28,,369114.0,HS-grad,9.0,Separated,,Other-relative,White,Female,0.0,0.0,,United-States,<=50K
49,Private,169760.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
26,Private,192208.0,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,Black,Female,0.0,,32.0,United-States,
18,Private,226956.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,24.0,United-States,
35,Private,275522.0,,,Widowed,Other-service,Unmarried,White,Female,0.0,,80.0,United-States,<=50K
26,Private,262413.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,,<=50K
33,Private,213179.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,,>50K
18,Private,120283.0,12th,8.0,Never-married,Sales,Own-child,White,,0.0,0.0,,United-States,<=50K
22,Local-gov,200109.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,,15.0,United-States,<=50K
56,Private,199763.0,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
48,Private,159854.0,1st-4th,2.0,,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25,Private,361307.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
58,Private,174040.0,Some-college,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,,,,United-States,<=50K
35,Private,99156.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
,Private,112115.0,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,50.0,United-States,>50K
60,Local-gov,259803.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,>50K
55,,376548.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40,Self-emp-not-inc,95226.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
63,Private,165611.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,,White,Male,15024.0,,40.0,United-States,>50K
35,Private,196123.0,Assoc-acdm,12.0,,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
44,State-gov,96249.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,3411.0,0.0,40.0,United-States,<=50K
23,Private,496856.0,Assoc-acdm,12.0,,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
28,Private,223751.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32,Self-emp-not-inc,62272.0,HS-grad,,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
52,,184529.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
34,Private,230246.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,0.0,42.0,United-States,>50K
35,Private,399601.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,50.0,United-States,>50K
60,Self-emp-not-inc,148492.0,HS-grad,9.0,,Craft-repair,Husband,,Male,0.0,1485.0,50.0,United-States,>50K
,Private,235167.0,,3.0,Married-spouse-absent,,Not-in-family,White,Female,0.0,0.0,32.0,Mexico,<=50K
41,,144460.0,Some-college,10.0,Divorced,Machine-op-inspct,Own-child,White,,0.0,0.0,40.0,Italy,<=50K
33,Self-emp-not-inc,188957.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,,<=50K
22,,114357.0,Some-college,10.0,Never-married,Other-service,,White,Male,0.0,,35.0,United-States,
31,,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20,Private,238917.0,11th,7.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,32.0,Mexico,
21,Private,177711.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,Black,Male,,0.0,40.0,,<=50K
84,,188328.0,HS-grad,9.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,16.0,United-States,<=50K
43,State-gov,145166.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,84.0,United-States,<=50K
44,Private,115411.0,Some-college,10.0,Divorced,,Not-in-family,White,Male,,0.0,40.0,United-States,<=50K
37,Private,115806.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,60.0,United-States,<=50K
41,,130126.0,Some-college,,,Farming-fishing,Husband,,Male,0.0,0.0,60.0,,>50K
29,Private,352451.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,,Female,0.0,0.0,40.0,United-States,<=50K
61,Private,189932.0,HS-grad,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
45,Private,97842.0,Some-college,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
23,Private,175424.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,,Female,0.0,0.0,40.0,,<=50K
61,Private,137554.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,40.0,United-States,<=50K
38,,167140.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,,Male,,0.0,70.0,United-States,>50K
54,State-gov,161334.0,,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,China,<=50K
37,Self-emp-not-inc,362062.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,White,Male,99999.0,0.0,50.0,United-States,>50K
35,Private,93034.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,,<=50K
57,Private,157749.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,,<=50K
52,Private,163678.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,55.0,United-States,<=50K
32,Private,159442.0,Prof-school,15.0,Never-married,,Not-in-family,White,Female,13550.0,0.0,50.0,United-States,>50K
62,Private,138157.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,40.0,United-States,<=50K
51,Private,,HS-grad,9.0,,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
31,Private,595000.0,HS-grad,9.0,Never-married,,Other-relative,Black,,0.0,0.0,35.0,United-States,<=50K
18,Private,353358.0,Some-college,,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,
44,Private,,12th,8.0,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,36.0,United-States,<=50K
29,Private,75648.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,55.0,United-States,<=50K
38,Private,187847.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,>50K
28,Private,213842.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,,<=50K
30,Private,175878.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,42.0,United-States,>50K
47,Private,,Bachelors,13.0,Divorced,Sales,Not-in-family,,Male,0.0,0.0,,United-States,<=50K
45,,738812.0,,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,46.0,United-States,<=50K
33,,251521.0,11th,7.0,,Adm-clerical,,,,0.0,,35.0,United-States,<=50K
28,Private,193125.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
29,Private,196116.0,Prof-school,15.0,Divorced,,,White,Female,2174.0,0.0,72.0,United-States,<=50K
37,,269300.0,Some-college,10.0,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0.0,0.0,27.0,United-States,<=50K
59,Private,182460.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,30.0,United-States,>50K
25,Private,209286.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=50K
25,Private,570821.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,168107.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,,
28,Private,219863.0,,12.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
48,Private,216734.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,,0.0,0.0,40.0,United-States,<=50K
40,Private,225978.0,Some-college,10.0,Separated,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
51,,26832.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
39,Private,123535.0,11th,7.0,Married-civ-spouse,Other-service,Husband,Other,Male,0.0,0.0,40.0,Guatemala,<=50K
56,Private,229525.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,,<=50K
66,Private,146810.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,,0.0,,24.0,United-States,<=50K
28,Private,566066.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,45.0,United-States,<=50K
34,Private,146161.0,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,0.0,60.0,United-States,>50K
58,,,,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,,40.0,United-States,<=50K
,Private,134756.0,HS-grad,9.0,,Other-service,Not-in-family,Black,Female,,0.0,40.0,United-States,<=50K
51,Local-gov,248327.0,,,Married-civ-spouse,Transport-moving,,Black,Male,0.0,0.0,40.0,United-States,>50K
77,,,Some-college,10.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
52,Private,155759.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,,,0.0,0.0,40.0,United-States,<=50K
22,Private,59184.0,HS-grad,9.0,Never-married,,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
,Private,202091.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,White,Female,0.0,0.0,40.0,United-States,<=50K
36,Private,128876.0,10th,6.0,Married-civ-spouse,,Husband,White,,0.0,,40.0,United-States,<=50K
49,Private,80914.0,5th-6th,3.0,Never-married,Machine-op-inspct,Not-in-family,White,,,0.0,45.0,,<=50K
59,Private,167963.0,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,White,,,0.0,40.0,United-States,<=50K
45,Private,338105.0,,13.0,Married-civ-spouse,Adm-clerical,,Asian-Pac-Islander,Male,,0.0,40.0,Philippines,<=50K
47,Private,61885.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
47,,355978.0,Doctorate,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2002.0,45.0,,<=50K
26,Private,,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,Puerto-Rico,<=50K
36,Private,243409.0,Bachelors,13.0,Married-civ-spouse,,Husband,,Male,0.0,,45.0,United-States,<=50K
29,Private,241895.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Other-relative,White,Male,,0.0,40.0,United-States,<=50K
21,Private,223019.0,HS-grad,9.0,,Other-service,Own-child,,Female,0.0,0.0,30.0,United-States,<=50K
25,Private,189334.0,11th,,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,40.0,,<=50K
36,Private,,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
25,Private,122489.0,Bachelors,13.0,,,Own-child,,Female,0.0,1726.0,60.0,United-States,<=50K
,Local-gov,231180.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,45.0,United-States,<=50K
29,,120126.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,1848.0,40.0,,>50K
19,Private,,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
28,Local-gov,220754.0,HS-grad,9.0,Separated,Transport-moving,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
,Private,131650.0,HS-grad,9.0,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18,Private,271935.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
33,Self-emp-inc,291333.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,45.0,United-States,>50K
,Private,199600.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
20,Private,,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,
,Private,,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,48.0,United-States,>50K
20,Private,184678.0,HS-grad,,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
31,Private,219619.0,HS-grad,9.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,48.0,United-States,<=50K
